dependent_var,residuals_std
ave_PANAS_P,0.8549813241707188
ave_PANAS_N,0.7875307642693019
ave_competence,0.7095139036170643
ave_warmth,0.4906737705097401
ave_willingness,0.9751061368160355
ave_understanding,0.7040036223213499
