userid,day1_AI,day1_Human,day1_cos_AI_Human,day1_cos_diary_AI,day1_cos_diary_Human,day2_AI,day2_Human,day2_cos_AI_Human,day2_cos_diary_AI,day2_cos_diary_Human,day3_AI,day3_Human,day3_cos_AI_Human,day3_cos_diary_AI,day3_cos_diary_Human,AI_ave,Human_ave,ave_cos_AI_Human,ave_cos_diary_AI,ave_cos_diary_Human
1743130,55.6,19.4,0.4919349550499537,0.1039402300775375,0.1690308509457033,52.2,30.8,0.31703756956048684,0.1330275726251292,0.057932332842860056,49.4,21.8,0.43852900965351466,0.10124604907553493,0.06296632202416703,52.4,24,0.41583384475465174,0.11273795059273388,0.09664316860424346
5479130,33.6,14.2,0.38624363966821407,0.1342879324529184,0.1264279082482028,54.4,17.4,0.20114557032045338,0.14102423000022185,0.31457218293690903,51,24.2,0.29398736610366677,0.0435142634576337,0.07995402313656728,46.333333333333336,18.6,0.29379219203077805,0.10627547530359131,0.1736513714405597
4213579,39.8,29.4,0.4880935300919763,0.09980059800697488,0.10824894708114363,48.4,28.8,0.5539117094069973,0.21419182104066642,0.2570606084228719,48.8,33.6,0.33447293779724757,0.06437263095787182,0.2449489742783178,45.666666666666664,30.6,0.4588260590987404,0.12612168333517104,0.20341950992744443
2600289,43,29.2,0.5244883489354306,0.21445745823137602,0.26388888888888884,58.8,20.6,0.5008290897557436,0.17013811967531528,0.27904991033687215,67.6,23.4,0.2858455209730137,0.1292724559076914,0.23201639896172196,56.46666666666667,24.4,0.43705431988806265,0.17128934460479422,0.2583183993958277
4011894,39.2,20,0.537430772925014,0.07796665472835779,0.07635417155709333,72.2,34.8,0.481047144930418,0.05093902921340017,0.06285566056425841,64.6,33,0.2901852153495405,0.18254659206389576,0.2314756933384948,58.666666666666664,29.266666666666666,0.4362210444016575,0.1038174253352179,0.12356184181994885
4551146,40.2,29.6,0.26082026547865056,0.07261334115863148,0.17897384217780352,49.4,36.6,0.28769822778437526,0.19364916731037082,0.33958108798240716,49.2,42.2,0.42292054645983573,0.21097781875164565,0.3255574417200615,46.266666666666666,36.13333333333333,0.32381301324095385,0.1590801090735493,0.2813707906267574
877724,38,24.4,0.347524023428458,0.26721255601313854,0.16715300863731855,66.6,44.8,0.42485291572496003,0.1448534871899593,0.22986610874071509,59.6,29.4,0.27076518053694115,0.07624312883145185,0.12111137598412937,54.733333333333334,32.86666666666667,0.3477140398967864,0.16276972401151657,0.17271016445405435
4150657,41,19,0.5778789783381383,0.0756812040882685,0.0,50.6,20.4,0.5487954724560282,0.10232890201933019,0.10529557149300925,68.8,21.2,0.44844852933087487,0.2275962473329729,0.149270358506633,53.46666666666667,20.2,0.5250409933750138,0.13520211781352387,0.08485530999988075
1065632,64.8,51.6,0.4280853369162333,0.07557526977190157,0.11658886585926566,57.6,20.8,0.2769981308412334,0.13855954028622322,0.12411432056761817,60.4,50.2,0.26294249557814203,0.09424456339921701,0.40789097507372696,60.93333333333333,40.86666666666667,0.3226753211118696,0.1027931244857806,0.21619805383353694
2106307,50.6,36.6,0.4675585992561555,0.09403246919632548,0.13386988815041645,60.8,31.2,0.3616588191227686,0.11819018214251298,0.1862761261695199,52.6,50.2,0.3973597071195133,0.3137065810932842,0.2541468931048613,53.65,38.65,0.40885904183281246,0.17530974414404088,0.19143096914159924
4409144,67,46.4,0.45372592569293224,0.1965946684909009,0.1859326486102105,70.2,37,0.43262342692581063,0.22693305078269774,0.33161858277945855,67.2,51.8,0.28578331550164576,0.17569763681473616,0.23183499220742498,68.13333333333334,45.06666666666667,0.3907108893734629,0.19974178536277826,0.249795407865698
2977582,38.6,23.4,0.4543694673976518,0.1906925178491185,0.08122955416108235,49.8,21.8,0.43519413988924466,0.12710951558808445,0.1298113022696628,58,19.2,0.3565120479536904,0.03683247498296791,0.08117482126744593,48.8,21.466666666666665,0.4153585517468623,0.11821150280672363,0.09740522589939703
776557,57,28.8,0.6016355697463565,0.15289018630918966,0.09917043796975242,61,33.6,0.6414925312583216,0.2937560444252401,0.3789635707797546,70.2,26.6,0.5572176977890005,0.2591970452128444,0.1560911643506521,62.733333333333334,29.666666666666668,0.6001152662645596,0.23528109198242472,0.21140839103338638
4758400,39,28,0.5980568180967071,0.29414729940092255,0.3023715784073818,62.6,34,0.38548087581354473,0.16490269746660552,0.2562250192783712,42.4,25.4,0.3651483716701107,0.2035010293922106,0.21846572437632572,48,29.133333333333333,0.44956202186012084,0.22085034208657955,0.2590207740206929
4923339,59.8,34.8,0.540108481434213,0.2665155664562159,0.16305245388841355,66,43.6,0.4415972337810969,0.221501065694427,0.17293721916624366,82.2,59.2,0.42138640629379587,0.22371039136116522,0.37999712628259874,69.33333333333333,45.86666666666667,0.46769737383636856,0.2372423411706027,0.23866226644575197
2810580,53.2,32,0.48107023544236377,0.034412360080584264,0.18394180184548975,68.6,34.8,0.409519435077467,0.016343011261515335,0.1542381743097811,57.6,34.6,0.25649458802128855,0.09701425001453319,0.19906904071737583,59.8,33.8,0.38236141951370645,0.04925654045221093,0.17908300562421556
Togotogo,39.8,25.6,0.5039032598602688,0.15734745152973198,0.20592827961767401,69.4,36.4,0.5958445451342201,0.10401670565394378,0.11915109374689987,68.2,57,0.46987403545567646,0.1787260274109769,0.20900627113130305,59.13333333333333,39.666666666666664,0.5232072801500551,0.14669672819821755,0.17802854816529232
tamachi3,36,18.8,0.38604401609572403,0.04868644955601477,0.19518001458970666,59.2,15.2,0.2996672211954121,0.12667364798453498,0.09222859518214328,59,19.8,0.2807449625374386,0.16259391627362751,0.28777723153447715,51.4,17.933333333333334,0.3221520666095249,0.11265133793805909,0.1917286137687757
