dependent_var,residuals_std
ave_PANAS_P,0.8501549106541912
ave_PANAS_N,0.7836293151426563
ave_competence,0.6997437839636278
ave_warmth,0.49143840974179026
ave_willingness,0.9530367004326643
ave_understanding,0.7045908998426408
