dependent_var,residuals_std
ave_PANAS_P,0.8252057794577182
ave_PANAS_N,0.6906407697395708
ave_competence,0.5941330519218941
ave_warmth,0.4427068701290713
ave_willingness,0.851235329053851
ave_understanding,0.5456083495356933
