dependent_var,residuals_std
ave_PANAS_P,0.8549690519230989
ave_PANAS_N,0.7863782643481146
ave_competence,0.7096179041047975
ave_warmth,0.49234433753316365
ave_willingness,0.9745178742950816
ave_understanding,0.7082335507100262
